Office,Dist,County,Party,LastName,FirstName,MiddleName,Suffix,Type,ballotpedia,website,website_text,comparison,comparison_text
State House of Representatives,142,,R,Buck,Pamela,Diane,,U,,,,,
State House of Representatives,142,,D,Hanslip,Joseph,Robert,,U,,,,,
State House of Representatives,143,,D,Davie,Wesley,John,,U,,,,,
State House of Representatives,143,,R,Toth,Matthew,J.,,U,,,,,
State House of Representatives,144,,R,Adams,Jeffrey,Sean,,U,,,,,
State House of Representatives,144,,D,Cole,Corinna,,,C,https://ballotpedia.org/Corinna_Cole,https://www.linkedin.com/in/corinnacole/,LinkedIn page,,
State House of Representatives,144,,D,Norwood,Daniel,M.,,C,https://ballotpedia.org/Daniel_Norwood,https://www.linkedin.com/in/dnorwoodcki/,LinkedIn page,,
State House of Representatives,145,,D,Hobbs,Daniel,J.,,U,,,,,
State House of Representatives,145,,R,Roche,Timothy,M.,,U,,,,,
State House of Representatives,146,,R,Moulton,Bradley,S.,,U,,,,,
State House of Representatives,146,,D,Ouellette,Heath,Ryan,,U,,,,,
State House of Representatives,147,,R,Koopman,David,D.,,U,,,,,
State House of Representatives,147,,D,Sargent,Holly,T.,,U,,,,,
State House of Representatives,148,,R,Lavigne,Thomas,A.,,U,,,,,
State House of Representatives,148,,D,Wheeler,Margaret,,,U,,,,,
State House of Representatives,149,,D,Roberts,Tiffany,Danielle,,U,,,,,
State House of Representatives,149,,R,Rouillard,Mark,A.,,U,,,,,
State House of Representatives,150,,D,Meyer,Michele,,,U,,,,,
State House of Representatives,150,,R,Rumery,David,J.,,U,,,,,
State House of Representatives,151,,D,Mathieson,Kristi,Michele,,U,,,,,
State House of Representatives,151,,R,Patten,Howard,L.,,U,,,,,
District Attorney,1,,D,Slattery,Kathryn,M.,,U,,,,,
District Attorney,2,,D,Sahrbeck,Jonathan,T.,,C,,https://reelectsahrbeck.com/,Campaign website,,
District Attorney,2,,D,Sartoris,Jacqueline,Anne,,C,,https://www.sartoris4da.org/,Campaign website,,
District Attorney,3,,R,McLean,Neil,E.,Jr.,U,,,,,
District Attorney,4,,D,Maloney,Maeghan,,,U,,,,,
District Attorney,5,,D,Almy,R.,Christopher,,U,,,,,
District Attorney,6,,D,Irving,Natasha,C.,,U,,,,,
District Attorney,7,,R,Foster,Matthew,J.,,C,,https://www.linkedin.com/in/matthew-foster-a1531a19/,LinkedIn page,,
District Attorney,7,,R,Juskewitch,Steven,A.,,C,,http://juskewitch4da.com/,Campaign website,,
District Attorney,8,,D,Collins,Todd,Roland,,U,,,,,
District Attorney (Write-in),3,,D,Rabasco,Edward,,Jr.,U,,,,,
